FREQ,Frequency,REF_AREA,Reference area,VALUE,Value,UNIT_MEASURE,Unit of measure,BREAKS,COVERAGE,TITLE_TS,Series,1927-Q1,1927-Q2,1927-Q3,1927-Q4,1928-Q1,1928-Q2,1928-Q3,1928-Q4,1929-Q1,1929-Q2,1929-Q3,1929-Q4,1930-Q1,1930-Q2,1930-Q3,1930-Q4,1931-Q1,1931-Q2,1931-Q3,1931-Q4,1932-Q1,1932-Q2,1932-Q3,1932-Q4,1933-Q1,1933-Q2,1933-Q3,1933-Q4,1934-Q1,1934-Q2,1934-Q3,1934-Q4,1935-Q1,1935-Q2,1935-Q3,1935-Q4,1936-Q1,1936-Q2,1936-Q3,1936-Q4,1937-Q1,1937-Q2,1937-Q3,1937-Q4,1938-Q1,1938-Q2,1938-Q3,1938-Q4,1939-Q1,1939-Q2,1939-Q3,1939-Q4,1940-Q1,1940-Q2,1940-Q3,1940-Q4,1941-Q1,1941-Q2,1941-Q3,1941-Q4,1942-Q1,1942-Q2,1942-Q3,1942-Q4,1943-Q1,1943-Q2,1943-Q3,1943-Q4,1944-Q1,1944-Q2,1944-Q3,1944-Q4,1945-Q1,1945-Q2,1945-Q3,1945-Q4,1946-Q1,1946-Q2,1946-Q3,1946-Q4,1947-Q1,1947-Q2,1947-Q3,1947-Q4,1948-Q1,1948-Q2,1948-Q3,1948-Q4,1949-Q1,1949-Q2,1949-Q3,1949-Q4,1950-Q1,1950-Q2,1950-Q3,1950-Q4,1951-Q1,1951-Q2,1951-Q3,1951-Q4,1952-Q1,1952-Q2,1952-Q3,1952-Q4,1953-Q1,1953-Q2,1953-Q3,1953-Q4,1954-Q1,1954-Q2,1954-Q3,1954-Q4,1955-Q1,1955-Q2,1955-Q3,1955-Q4,1956-Q1,1956-Q2,1956-Q3,1956-Q4,1957-Q1,1957-Q2,1957-Q3,1957-Q4,1958-Q1,1958-Q2,1958-Q3,1958-Q4,1959-Q1,1959-Q2,1959-Q3,1959-Q4,1960-Q1,1960-Q2,1960-Q3,1960-Q4,1961-Q1,1961-Q2,1961-Q3,1961-Q4,1962-Q1,1962-Q2,1962-Q3,1962-Q4,1963-Q1,1963-Q2,1963-Q3,1963-Q4,1964-Q1,1964-Q2,1964-Q3,1964-Q4,1965-Q1,1965-Q2,1965-Q3,1965-Q4,1966-Q1,1966-Q2,1966-Q3,1966-Q4,1967-Q1,1967-Q2,1967-Q3,1967-Q4,1968-Q1,1968-Q2,1968-Q3,1968-Q4,1969-Q1,1969-Q2,1969-Q3,1969-Q4,1970-Q1,1970-Q2,1970-Q3,1970-Q4,1971-Q1,1971-Q2,1971-Q3,1971-Q4,1972-Q1,1972-Q2,1972-Q3,1972-Q4,1973-Q1,1973-Q2,1973-Q3,1973-Q4,1974-Q1,1974-Q2,1974-Q3,1974-Q4,1975-Q1,1975-Q2,1975-Q3,1975-Q4,1976-Q1,1976-Q2,1976-Q3,1976-Q4,1977-Q1,1977-Q2,1977-Q3,1977-Q4,1978-Q1,1978-Q2,1978-Q3,1978-Q4,1979-Q1,1979-Q2,1979-Q3,1979-Q4,1980-Q1,1980-Q2,1980-Q3,1980-Q4,1981-Q1,1981-Q2,1981-Q3,1981-Q4,1982-Q1,1982-Q2,1982-Q3,1982-Q4,1983-Q1,1983-Q2,1983-Q3,1983-Q4,1984-Q1,1984-Q2,1984-Q3,1984-Q4,1985-Q1,1985-Q2,1985-Q3,1985-Q4,1986-Q1,1986-Q2,1986-Q3,1986-Q4,1987-Q1,1987-Q2,1987-Q3,1987-Q4,1988-Q1,1988-Q2,1988-Q3,1988-Q4,1989-Q1,1989-Q2,1989-Q3,1989-Q4,1990-Q1,1990-Q2,1990-Q3,1990-Q4,1991-Q1,1991-Q2,1991-Q3,1991-Q4,1992-Q1,1992-Q2,1992-Q3,1992-Q4,1993-Q1,1993-Q2,1993-Q3,1993-Q4,1994-Q1,1994-Q2,1994-Q3,1994-Q4,1995-Q1,1995-Q2,1995-Q3,1995-Q4,1996-Q1,1996-Q2,1996-Q3,1996-Q4,1997-Q1,1997-Q2,1997-Q3,1997-Q4,1998-Q1,1998-Q2,1998-Q3,1998-Q4,1999-Q1,1999-Q2,1999-Q3,1999-Q4,2000-Q1,2000-Q2,2000-Q3,2000-Q4,2001-Q1,2001-Q2,2001-Q3,2001-Q4,2002-Q1,2002-Q2,2002-Q3,2002-Q4,2003-Q1,2003-Q2,2003-Q3,2003-Q4,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4
Q,Quarterly,BE,Belgium,N,Nominal,628,"Index, 2010 = 100",,,,Q:BE:N:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5112,8.5542,8.4554,8.1245,8.2405,8.3608,8.4511,8.3308,8.6659,9.0096,9.3232,9.3147,9.7228,10.1439,10.5177,10.6422,10.9129,11.8152,12.305,12.1503,12.9709,13.4091,13.7915,14.3157,15.7636,16.1073,16.8033,17.349,18.161,18.7152,19.5101,20.4811,20.7474,21.0267,21.929,22.1438,22.8312,23.0074,23.712,23.5358,24.1932,23.5831,23.4757,22.5863,22.4918,22.2125,22.1782,21.8602,21.1599,21.0052,21.8516,21.4692,21.0654,20.9322,21.1513,20.9494,21.2158,21.3489,21.7485,21.4864,21.5208,21.3275,22.1739,22.0493,22.075,22.3457,23.5058,23.205,23.8194,23.828,24.683,24.6357,25.0525,25.8473,26.7968,27.0675,28.4123,29.1598,30.2941,31.4198,32.4724,32.3951,33.3489,33.7269,33.9246,33.4176,34.8784,35.3295,35.8322,36.7087,37.0696,37.1125,37.3231,38.38,38.7624,40.0513,40.1114,40.7301,41.8343,41.7441,42.1093,42.3714,43.5744,43.8021,42.9213,43.497,44.4079,44.7516,43.0244,44.6098,46.0104,46.1436,46.6205,46.8268,48.9148,48.8547,49.8214,50.7623,52.5324,51.686,53.2714,53.4905,54.2424,54.9169,55.7289,56.2359,57.2241,57.1683,58.4529,59.5313,61.0608,61.7998,62.7579,63.368,65.0909,66.2251,68.0081,68.3519,70.9297,72.5151,75.8071,77.5043,80.2676,81.856,83.4444,85.7182,88.1987,88.8732,90.9729,92.7789,94.5413,94.9112,95.8359,97.1959,98.5884,98.0444,96.7716,95.8359,98.0771,97.1523,98.2185,99.1324,101.0254,101.6237,102.3418,103.2774,105.3118,105.1378,105.8884,105.9863,107.1831,106.3127,106.9872,107.2701,108.5974,107.5203,105.5294,106.2583,107.6618,108.5539,105.9646,108.3145,110.6971,110.1966,109.4025,110.6971,113.4822,113.0797,114.2438,113.8739,117.6925,117.0941,117.1377,118.2909,120.6843,120.0424,121.3479,121.8593,126.1566,125.7758,125.6453,127.3316,130.1384,132.9779,134.3487,136.7639,140.8002,141.0069,143.0304,144.8799,148.3287,147.7303,149.2643,147.393,150.0476,
Q,Quarterly,BG,Bulgaria,N,Nominal,771,"Year-on-year changes, in per cent",,,,Q:BG:N:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.077,12.1752,13.9915,17.4449,22.5906,27.061,30.6153,34.6315,31.5677,32.212,26.7665,11.7144,-7.3079,-20.8824,-26.8321,-25.7236,-18.0393,-9.8587,-6.4287,-4.9552,-4.8051,-5.905,-5.5419,-5.809,-3.7244,-1.5563,-0.9745,-1.3047,-2.2702,-2.2195,-3.0941,-1.1981,0.6875,0.5079,1.7692,2.7807,2.2657,2.8256,2.0574,3.9768,4.5826,6.549,8.7996,8.1091,8.9767,8.5937,8.9679,8.1524,7.0921,7.5063,6.266,5.5384,7.2938,5.023,5.5845,6.2148,4.7046,2.9249,5.183,5.4035,7.5107,9.0699,8.7097,9.3818,11.529,14.6003,15.5931,13.3739,9.4819,10.6934,9.2014,
Q,Quarterly,LV,Latvia,N,Nominal,628,"Index, 2010 = 100",,,,Q:LV:N:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.95,123.48,136.32,148.34,167.51,172.47,186.09,182.67,195.45,191.9,179,150.23,123.18,110.82,109.02,106.21,97.72,98.07,100.6,103.61,108.25,110.15,113.7,109.58,111.05,112.36,115.18,116.26,116.39,121.19,122.61,125.8,128.67,130.56,135.71,120.18,120.26,124.53,124.96,128.08,128.81,136.31,136.96,138.02,140.77,148.76,149,148.96,156.84,161.68,159.73,165.44,166.83,174.48,179.94,180.08,181.43,177.1,183.05,184.1,186.65,198.53,205.74,213.8,219.12,230.94,233.72,232.25,231.98,243.36,240.77,234.65
Q,Quarterly,AU,Australia,N,Nominal,771,"Year-on-year changes, in per cent",,,,Q:AU:N:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9756,11.477,11.7476,12.5235,11.8132,11.1907,10.947,12.636,13.3497,18.0354,24.119,25.9287,30.4191,27.2851,19.1167,14.0413,9.2521,10.075,11.8644,12.4677,14.503,12.5122,9.2803,9.6136,8.2817,8.3081,8.7955,7.3017,7.362,4.5545,4.7391,3.989,6.7429,13.7944,15.7414,16.4724,12.9907,11.7529,12.8121,14.6271,19.2672,17.1875,11.4444,12.9014,5.0053,4.7949,4.9125,-0.2495,3.4805,3.9149,5.1059,10.4052,11.1138,9.8658,15.1659,9.9683,11.8886,10.4158,8.4362,10.1566,7.1359,8.948,3.5863,3.2729,2.1775,0.5879,5.2024,9.0004,12.5537,17.2866,26.5889,32.8792,37.5656,33.1169,21.2517,10.5526,2.7759,1.713,0.8054,1.097,0.4952,0.7919,4.7941,4.1727,3.5834,2.6557,-0.2899,0.6658,2.3027,2.6733,2.6817,2.6563,2.8109,3.3596,4.8458,3.4085,3.2891,1.3509,0,0.2713,-0.8857,1.0623,1.2405,1.6837,2.761,2.8163,4.2984,6.0418,7.7186,8.6516,6.7267,6.4318,5.7234,5.8322,7.8029,9.5363,9.5916,9.6796,7.5264,6.5853,6.9516,8.2135,14.0067,15.5359,17.3474,20.0424,18.8554,18.7362,17.4651,16.8492,18.7747,18.9095,15.3198,8.3425,2.3212,0.2812,0.561,2.2663,2.1246,2.3677,3.6262,6.6482,8.7379,8.5714,8.3445,9.2208,11.0969,13.2832,12.795,7.0155,1.0333,-3.9823,-4.6256,0.2222,6.8182,14.2857,18.1293,15.6319,9.5745,4.4355,0.391,-2.2052,-2.7184,-4.0541,-2.629,-1.5686,0,3.0181,3.1,5.2789,8.0838,9.9609,10.7662,10.123,8.7719,6.7496,6.9177,9.7938,10.6961,8.6522,6.7977,4.0689,3.5276,7.657,10.1994,10.1504,8.2963,4.9787,2.0181,-0.6143,-1.9152,-5.1491,-7.367,-7.4176,-3.696,2.5,7.3638,6.2315,4.4895,3.6237,7.476,16.7598,21.6909,23.6718,20.5831,13.3574,4.2018,-3.0743,-6.1314,-3.8101,2.3561,6.93
Q,Quarterly,CZ,Czechia,N,Nominal,771,"Year-on-year changes, in per cent",,,,Q:CZ:N:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7778,-4.4466,-6.6212,-6.7581,-4.7047,-1.3444,-0.8342,0,0.2102,0.524,0.2104,-0.8403,-1.5723,-1.9812,-1.5741,-0.7415,-0.3195,0.1064,0.2133,0.1067,1.4957,1.8065,2.7659,3.7313,3.4737,3.7579,4.1408,4.5222,4.7813,5.7344,7.0577,10.9145,12.8155,13.3206,12.5348,8.422,7.5731,8.0605,8.8283,9.8937,9.76,9.2463,8.7188,8.9285,8.6006,7.7525,8.3682,8.9481,13.3557,17.2277,22.1364,25.7681,24.5116,22.2973,15.5954,6.9292,0.7133,-2.7164,-3.5096,
Q,Quarterly,CY,Cyprus,N,Nominal,628,"Index, 2010 = 100",,,,Q:CY:N:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.9916,43.7305,46.4913,46.7523,46.0195,46.5516,47.6559,48.5895,54.8539,57.0525,59.3515,61.6304,61.53,63.2768,64.0799,65.646,68.3164,72.4425,73.7075,78.5162,83.0639,89.8705,92.3903,95.8338,103.9755,107.3687,108.1317,105.1601,99.6988,100.5321,101.1043,103.2025,100.3915,100.0301,100.0602,99.5181,98.4941,97.3798,96.2654,94.5889,93.5549,91.6976,90.8041,90.1315,88.6959,86.658,84.4995,82.4716,80.3132,78.7572,77.4119,75.8558,75.0929,74.7716,74.5106,74.4805,73.8781,73.5167,73.577,73.7777,73.9384,74.4805,74.7616,75.0929,75.5045,75.7755,76.2976,76.9802,77.5123,77.9239,78.4359,78.6367,78.9278,79.6607,79.3695,79.239,79.6406,79.8514,80.3032,81.3171,82.1805,83.5759,85.3428,86.6881,88.4851,89.7801,91.798,
Q,Quarterly,NZ,New Zealand,R,Real,628,"Index, 2010 = 100",,,,Q:NZ:R:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8618,36.1133,36.2433,35.7879,36.0183,36.3157,36.327,36.3845,37.0694,38.1483,38.9231,40.0955,41.5398,43.3974,45.6255,48.715,52.8951,56.7156,58.0907,57.7974,56.3144,54.1606,52.9701,52.0016,50.8961,49.6717,48.6364,48.1148,47.9566,46.7761,45.4274,43.7939,43.0071,42.1539,41.5186,40.9276,40.7763,39.5271,38.0544,37.1162,36.5163,36.1813,36.0835,35.916,36.2751,37.8907,39.2264,40.8414,42.9518,44.3346,43.7685,43.5644,43.8117,44.1963,44.9249,45.9607,47.2505,47.7757,47.6779,47.4922,47.0924,46.538,47.0503,47.4513,47.3267,46.7187,46.2232,43.3105,44.733,45.4731,46.9391,48.0986,48.624,49.6367,49.5199,49.237,49.9426,49.808,49.0315,49.2873,49.8821,49.5267,49.1325,48.3236,47.1767,46.6435,46.8753,46.6662,46.2331,46.785,46.9211,46.8502,47.3032,47.4568,48.1174,49.1213,51.8931,53.4157,54.3737,54.7464,55.1691,55.601,57.0492,57.9252,60.3463,60.8245,60.5611,61.0504,63.3309,63.8819,63.7843,63.4901,62.6609,61.279,61.0478,61.8163,63.0056,63.3535,63.0089,62.9112,62.5862,61.9752,60.6617,59.8065,60.7455,60.4549,60.6367,61.3206,63.3968,64.2664,65.9802,68.0284,71.5063,73.9845,78.5999,83.3074,86.7023,87.5397,88.7819,91.1836,94.9854,96.8058,98.7459,101.865,103.2014,102.5568,104.2144,108.107,112.047,114.0587,113.9456,112.7904,111.3629,104.767,101.2158,99.3679,98.4173,99.6446,100.5998,102.7142,102.4238,101.1164,99.4213,97.1478,96.62,96.1673,97.0456,97.5604,98.0829,98.9006,100.6002,102.867,104.7769,106.8315,109.1498,110.2959,111.0691,111.8857,113.2593,117.3017,121.203,124.8561,130.242,131.9997,136.5858,143.2079,147.9502,148.8505,149.8681,150.157,150.4882,152.4579,153.549,153.2842,153.3845,154.5951,155.2219,153.7778,155.8488,159.0308,162.8244,161.8924,168.9748,181.9659,196.8574,201.3281,207.1979,216.2783,209.1248,197.2147,186.1785,179.9556,173.1862,169.4542,168.6544,
Q,Quarterly,GB,United Kingdom,R,Real,628,"Index, 2010 = 100",,,,Q:GB:R:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4927,23.048,22.7745,22.3761,22.5858,22.5858,22.7883,22.4096,21.8645,22.7399,22.2637,22.2249,22.0237,23.1038,23.8771,25.0096,26.8894,30.2407,31.8063,35.0269,35.5975,37.165,36.1656,35.3076,33.4323,33.0259,31.9127,30.6434,28.7928,28.4886,27.8298,27.5648,27.4069,27.3075,26.6519,25.5079,24.9473,25.1914,25.761,25.8738,26.522,27.8133,29.4838,30.2761,31.7296,32.1716,33.2983,33.7475,33.2026,33.8062,33.3632,32.5538,31.9242,31.7994,30.6237,29.5516,29.8106,30.3191,30.3692,31.0947,31.6377,32.6077,32.5003,32.6777,32.992,34.0898,34.24,33.8942,34.2516,34.8716,35.7806,36.3688,37.4498,38.9299,39.7579,40.6393,41.9386,43.9255,46.1085,47.8388,49.7748,55.8726,58.6713,59.3291,60.1121,61.7899,59.6447,57.7052,55.4895,55.6605,53.7811,52.845,50.3859,50.8936,49.9296,48.9527,46.8658,47.1128,45.017,45.226,44.6958,45.571,44.618,45.0497,44.9854,45.8543,45.4097,44.6374,44.5,44.8128,43.9541,44.3521,43.9368,45.6188,46.1127,46.7359,47.2393,49.4437,48.8811,50.1998,52.3133,54.6134,54.0067,54.4092,56.1244,59.5499,60.8697,62.621,65.4916,66.8152,68.309,68.3875,69.8145,72.27,70.7751,73.1478,78.438,83.6552,87.3155,88.9004,91.0713,93.4122,94.7985,95.7352,100.6037,105.0057,104.9802,102.642,104.5846,106.6044,106.2353,107.043,109.626,112.3089,113.5793,115.0455,118.3254,121.7284,120.33,116.5877,113.581,107.7688,100.5213,95.7193,95.9597,99.0186,100.2457,99.8286,100.3546,101.5077,98.3237,95.1522,94.4074,94.9375,92.7677,91.5269,92.4661,93.2514,91.2776,90.2889,91.478,93.4001,93.3397,94.4542,97.1935,100.2599,100.3929,100.7974,102.3272,105.6225,106.7795,108.4817,110.1624,111.9351,111.138,110.8876,112.0592,113.9924,112.9519,112.5452,112.8181,114.3116,113.0729,112.0069,111.6996,113.0672,112.4318,112.1205,112.3283,115.2236,118.3866,120.6621,121.2147,122.3296,122.1418,123.6345,121.6522,123.7211,120.3173,116.2879,112.9486,115.0235,113.5435
Q,Quarterly,PE,Peru,R,Real,771,"Year-on-year changes, in per cent",,,,Q:PE:R:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4042,13.1662,9.3762,8.1672,-11.7883,-3.1316,-6.477,-9.8896,-13.4053,-4.6177,-11.0015,-7.0754,-0.0566,-8.9531,17.4078,-3.0245,-14.6847,-9.104,-25.9447,-12.1932,14.5475,6.4738,7.7706,-1.4572,-2.714,-13.9667,-10.6419,4.154,-4.7861,2.3963,-5.658,-7.726,-10.4941,-0.8704,9.4252,12.7146,11.9445,19.5667,30.8975,20.3234,21.7241,7.7996,6.07,6.642,20.0185,24.7742,16.8339,17.5034,15.7832,15.9224,18.9329,15.2526,14.6154,15.3495,12.468,16.2918,15.9661,11.7152,9.1768,6.3826,3.3765,5.69,0.2292,0.7758,-3.3063,-8.6744,-4.9366,-7.5948,-9.7136,-6.1118,-4.315,-1.1195,1.6353,-1.5232,-0.4982,-1.4161,-1.6644,-1.1533,-0.8928,-0.5225,0.4341,2.1439,-0.0264,-2.4593,-2.1391,-1.8398,-1.2618,1.8636,-0.4149,-1.2252,-5.1009,-8.4536,-7.8402,-9.1972,-7.7783,-6.3231,-7.227,-5.9478,-4.1761,-0.7747
Q,Quarterly,AE,United Arab Emirates,N,Nominal,628,"Index, 2010 = 100",,,,Q:AE:N:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.4106,56.8865,55.8381,57.8269,65.2633,67.8358,69.6949,71.1973,73.6401,74.9264,75.8667,76.2126,81.6818,85.0434,94.1227,91.788,101.343,108.1957,118.5614,130.7753,142.2974,151.366,148.5773,134.1476,122.5066,115.2863,112.2707,110.7574,104.3586,101.2133,98.3165,96.1115,97.4951,97.387,99.365,102.1645,104.2505,110.1738,114.5945,120.0746,120.9717,128.4081,139.3466,150.2418,166.8657,173.7725,172.7673,169.5463,161.3208,155.8948,154.0141,151.6146,151.8902,152.3171,151.3768,150.8688,149.7555,150.7956,147.6112,145.0987,141.6458,140.1511,135.843,132.1814,131.2655,127.1786,125.6921,124.1812,121.2304,118.1609,116.0976,116.1886,117.016,120.6848,125.1569,127.5702,131.0243,134.0226,136.4185,139.7707,149.322,155.5417,163.0899,169.6088
Q,Quarterly,HK,Hong Kong SAR,R,Real,771,"Year-on-year changes, in per cent",,,,Q:HK:R:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0849,18.2434,16.7657,6.6207,-6.0189,-17.7704,-20.5134,-23.9256,-26.2232,-24.8752,-21.7148,-20.4951,-21.7406,-14.6953,-13.8471,-14.2156,-5.3161,-3.3632,1.5262,13.6521,16.2085,12.2907,7.6766,6.2425,7.5956,15.3178,20.5529,18.6149,12.604,7.5853,9.3476,12.2888,19.2924,26.6007,20.0127,7.7376,6.3661,-1.0585,-2.567,4.8997,2.6175,3.6484,14.5897,30.1426,40.5524,45.9339,41.8216,23.6708,6.8285,-2.0381,-3.5156,1.741,5.0628,22.8403,18.1716,8.3433,6.3558,-9.7792,-13.6908,-17.3934,-16.6116,-8.9728,-3.5004,5.83,18.0081,32.476,39.3098,36.8587,20.2214,-13.0482,-28.465,-40.5393,-38.0108,-25.2761,-14.5651,2.2931,-0.7738,-0.6108,-7.9169,-9.8285,-9.4406,-14.6185,-8.6007,-9.0168,-10.4163,-6.4372,-8.2438,-9.6125,-9.1113,-13.2988,-15.0454,-10.2739,1.1868,19.468,30.2046,30.1953,28.8629,21.7139,21.588,18.4829,6.7661,0.2068,-3.3253,-2.9093,1.3357,3.7276,6.1792,10.3953,17.2906,23.836,18.7277,13.2007,-6.7814,-15.0298,-6.9732,4.127,21.097,27.6248,21.7685,19.3192,18.8783,19.7896,20.6263,12.8257,6.1386,0.5426,4.4625,10.8447,19.5777,23.68,14.6263,10.2025,4.01,-1.244,-0.9762,1.464,6.5388,13.5445,17.4056,13.8485,4.6594,-7.6135,-10.3302,-8.2869,3.019,14.0348,18.7839,15.618,11.8558,12.8977,12.7108,13.0111,3.1857,-0.9006,-0.1715,-4.4819,0.3048,0.369,-4.2359,0.6914,0.4869,0.9903,1.6791,1.4453,1.5886,-1.5736,-3.6789,-9.8403,-15.1046,-11.9553,-10.5075,-10.266,-9.5426
