FREQ,Frequency,REF_AREA,Reference area,VALUE,Value,UNIT_MEASURE,Unit of measure,BREAKS,COVERAGE,TITLE_TS,Series,1927-Q1,1927-Q2,1927-Q3,1927-Q4,1928-Q1,1928-Q2,1928-Q3,1928-Q4,1929-Q1,1929-Q2,1929-Q3,1929-Q4,1930-Q1,1930-Q2,1930-Q3,1930-Q4,1931-Q1,1931-Q2,1931-Q3,1931-Q4,1932-Q1,1932-Q2,1932-Q3,1932-Q4,1933-Q1,1933-Q2,1933-Q3,1933-Q4,1934-Q1,1934-Q2,1934-Q3,1934-Q4,1935-Q1,1935-Q2,1935-Q3,1935-Q4,1936-Q1,1936-Q2,1936-Q3,1936-Q4,1937-Q1,1937-Q2,1937-Q3,1937-Q4,1938-Q1,1938-Q2,1938-Q3,1938-Q4,1939-Q1,1939-Q2,1939-Q3,1939-Q4,1940-Q1,1940-Q2,1940-Q3,1940-Q4,1941-Q1,1941-Q2,1941-Q3,1941-Q4,1942-Q1,1942-Q2,1942-Q3,1942-Q4,1943-Q1,1943-Q2,1943-Q3,1943-Q4,1944-Q1,1944-Q2,1944-Q3,1944-Q4,1945-Q1,1945-Q2,1945-Q3,1945-Q4,1946-Q1,1946-Q2,1946-Q3,1946-Q4,1947-Q1,1947-Q2,1947-Q3,1947-Q4,1948-Q1,1948-Q2,1948-Q3,1948-Q4,1949-Q1,1949-Q2,1949-Q3,1949-Q4,1950-Q1,1950-Q2,1950-Q3,1950-Q4,1951-Q1,1951-Q2,1951-Q3,1951-Q4,1952-Q1,1952-Q2,1952-Q3,1952-Q4,1953-Q1,1953-Q2,1953-Q3,1953-Q4,1954-Q1,1954-Q2,1954-Q3,1954-Q4,1955-Q1,1955-Q2,1955-Q3,1955-Q4,1956-Q1,1956-Q2,1956-Q3,1956-Q4,1957-Q1,1957-Q2,1957-Q3,1957-Q4,1958-Q1,1958-Q2,1958-Q3,1958-Q4,1959-Q1,1959-Q2,1959-Q3,1959-Q4,1960-Q1,1960-Q2,1960-Q3,1960-Q4,1961-Q1,1961-Q2,1961-Q3,1961-Q4,1962-Q1,1962-Q2,1962-Q3,1962-Q4,1963-Q1,1963-Q2,1963-Q3,1963-Q4,1964-Q1,1964-Q2,1964-Q3,1964-Q4,1965-Q1,1965-Q2,1965-Q3,1965-Q4,1966-Q1,1966-Q2,1966-Q3,1966-Q4,1967-Q1,1967-Q2,1967-Q3,1967-Q4,1968-Q1,1968-Q2,1968-Q3,1968-Q4,1969-Q1,1969-Q2,1969-Q3,1969-Q4,1970-Q1,1970-Q2,1970-Q3,1970-Q4,1971-Q1,1971-Q2,1971-Q3,1971-Q4,1972-Q1,1972-Q2,1972-Q3,1972-Q4,1973-Q1,1973-Q2,1973-Q3,1973-Q4,1974-Q1,1974-Q2,1974-Q3,1974-Q4,1975-Q1,1975-Q2,1975-Q3,1975-Q4,1976-Q1,1976-Q2,1976-Q3,1976-Q4,1977-Q1,1977-Q2,1977-Q3,1977-Q4,1978-Q1,1978-Q2,1978-Q3,1978-Q4,1979-Q1,1979-Q2,1979-Q3,1979-Q4,1980-Q1,1980-Q2,1980-Q3,1980-Q4,1981-Q1,1981-Q2,1981-Q3,1981-Q4,1982-Q1,1982-Q2,1982-Q3,1982-Q4,1983-Q1,1983-Q2,1983-Q3,1983-Q4,1984-Q1,1984-Q2,1984-Q3,1984-Q4,1985-Q1,1985-Q2,1985-Q3,1985-Q4,1986-Q1,1986-Q2,1986-Q3,1986-Q4,1987-Q1,1987-Q2,1987-Q3,1987-Q4,1988-Q1,1988-Q2,1988-Q3,1988-Q4,1989-Q1,1989-Q2,1989-Q3,1989-Q4,1990-Q1,1990-Q2,1990-Q3,1990-Q4,1991-Q1,1991-Q2,1991-Q3,1991-Q4,1992-Q1,1992-Q2,1992-Q3,1992-Q4,1993-Q1,1993-Q2,1993-Q3,1993-Q4,1994-Q1,1994-Q2,1994-Q3,1994-Q4,1995-Q1,1995-Q2,1995-Q3,1995-Q4,1996-Q1,1996-Q2,1996-Q3,1996-Q4,1997-Q1,1997-Q2,1997-Q3,1997-Q4,1998-Q1,1998-Q2,1998-Q3,1998-Q4,1999-Q1,1999-Q2,1999-Q3,1999-Q4,2000-Q1,2000-Q2,2000-Q3,2000-Q4,2001-Q1,2001-Q2,2001-Q3,2001-Q4,2002-Q1,2002-Q2,2002-Q3,2002-Q4,2003-Q1,2003-Q2,2003-Q3,2003-Q4,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4
Q,Quarterly,ES,Spain,N,Nominal,771,"Year-on-year changes, in per cent",,,,Q:ES:N:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2986,4.3764,6.2771,7.9229,20.1735,15.304,21.5886,25.7937,26.3538,42.1818,36.5159,28.8644,16.7143,8.1841,5.1534,6.8543,9.3023,16.4303,20.7701,22.795,32.5868,32.8934,36.715,43.8433,41.5541,37.8151,31.8728,22.3087,12.8878,4.7672,3.1083,1.0074,4.9154,6.6138,4.4699,4.0945,3.1234,4.5658,3.6318,2.3701,1.661,0.4746,2.8325,8.4729,17.3955,20.6897,20.9617,18.3015,10.4789,7.3581,6.2138,6.4491,8.8922,9.7703,10.5741,10.9268,8.2341,10.5945,16.6283,25.5202,37.724,40.0601,38.377,35.2499,27.3225,26.3079,24.4349,22.4435,23.7003,23.1709,24.3168,22.0519,20.5507,16.5794,13.5317,12.4295,11.4451,13.9615,14.3768,17.3353,6.041,-0.3423,-2.9093,-7.4211,-3.8454,-0.1353,0.9292,1.5738,1.4812,0.3023,0.7345,0.3099,2.867,3.8138,3.2656,3.8719,2.6148,2.0721,1.4618,1.3384,1.1556,1.2259,1.6956,2.2696,2.4507,3.8946,5.4356,6.763,9.5969,10.8169,11.5905,9.5153,9.7478,9.1804,7.7326,7.7231,8.6443,9.3179,10.2038,11.1947,13.1199,16.1097,16.2757,17.3212,16.917,17.281,17.6704,18.4549,18.3788,17.4786,16.802,17.2458,15.7257,13.9086,13.4309,12.7306,9.2559,9.5098,11.2489,11.5046,13.1255,11.5853,9.2212,5.7006,2.8455,-0.2746,-2.9092,-5.2263,-7.4161,-7.59,-6.9483,-4.3735,-2.9812,-0.9594,-1.7018,-1.4141,-3.5576,-6.2381,-8.0666,-12.7447,-14.183,-15.9596,-16.1039,-12.7483,-12.8143,-10.6082,-6.4241,-6.2899,-1.6021,0.8335,0.2792,1.7592,1.5441,4.0194,4.485,4.2498,6.2791,3.8542,4.0162,4.4122,5.3144,5.5858,6.6597,7.1942,6.2477,6.8032,7.16,6.6849,6.8894,5.4029,4.7975,3.6951,3.2878,2.1807,1.8216,1.6821,0.9455,3.284,4.1693,6.2956,8.5311,8.0518,7.6389,5.4654,3.5455,3.7118,4.53,
Q,Quarterly,MY,Malaysia,N,Nominal,771,"Year-on-year changes, in per cent",,,,Q:MY:N:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3732,6.1204,2.9814,1.6536,1.5731,1.1699,1.6943,11.7119,19.3622,28.9426,31.4069,22.4483,17.0118,12.2725,10.5491,9.3043,7.0325,4.2882,3.8207,4.2936,6.3307,5.0594,7.9128,12.5198,15.2738,20.2204,20.2012,17.5855,15.5735,14.2765,12.3923,9.7745,7.4398,4.5326,0.5021,-4.4886,-7.3977,-10.7705,-11.6236,-7.7577,-7.8302,-4.1462,0.438,2.4205,4.818,7.3561,6.4008,4.5267,2.7579,0.6951,0.9862,0.7874,1.7893,2.6627,3.125,4.7852,4.6875,2.8818,4.7348,3.6347,5.2239,5.6022,2.5316,2.518,1.9504,3.3599,2.6455,2.5439,2.3478,1.3687,2.0619,4.7049,4.8428,4.3882,5.3872,2.8595,4.295,4.2037,4.9521,2.4623,0.6258,2.5357,1.9715,5.0637,5.1948,6.4687,6.6946,7.8594,9.465,8.7649,9.8039,11.2176,12.688,13.4615,13.2143,14.3103,11.0092,11.4609,13.2492,9.3514,10.2179,10.0652,8.844,8.6897,9.2025,7.1053,6.9098,6.4721,7.2409,7.1253,6.8223,6.9726,6.6938,6.8234,6.4986,6.1281,4.3099,3.65,2.7354,2.5197,2.5105,2.3304,2.1505,1.7921,1.8878,1.417,0.2005,1.2072,0.7011,1.0479,1.0505,1.8887,2.3869,2.6173,5.1485,3.9024,4.8082,4.3311,3.2957,0.4695
Q,Quarterly,EE,Estonia,N,Nominal,628,"Index, 2010 = 100",,,,Q:EE:N:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.1802,89.2777,94.2764,106.5734,120.5699,132.6668,141.9645,156.8608,161.9595,172.3569,167.3582,164.9588,159.96,155.1612,154.9613,132.5669,104.074,96.7758,89.5776,88.078,98.3754,99.2752,102.9743,99.3752,104.8738,107.973,109.9725,111.0722,112.4719,116.171,119.1702,117.5706,121.1697,125.6686,132.3669,135.866,142.3644,143.864,149.8625,149.5626,153.8615,158.9603,155.861,157.1607,156.9608,161.8595,167.3582,169.2577,169.0577,169.6576,175.3562,177.5556,180.155,182.1545,182.5544,187.6531,190.8523,192.6518,197.3507,203.0492,212.7468,200.4499,205.0487,212.8468,226.7433,232.6418,240.5399,256.2359,274.3314,296.2259,298.7253,299.4251,299.5251,311.0222,310.2224,
Q,Quarterly,MX,Mexico,N,Nominal,628,"Index, 2010 = 100",,,,Q:MX:N:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.552,75.0652,76.4861,76.3238,77.9707,80.0124,81.2138,81.6445,83.7828,86.1737,87.8281,87.7284,89.0422,91.573,93.8626,94.841,96.1445,97.3531,97.5974,97.5239,98.2774,99.3245,100.5778,101.8204,103.7879,105.413,106.5574,107.416,108.0055,108.6432,109.6152,110.4012,112.0894,114.1783,115.8688,116.8736,118.4747,118.9788,119.7511,121.3634,123.5909,128.0902,132.1108,133.7682,135.407,138.069,140.1558,141.6184,145.3789,148.3989,151.2265,153.7489,157.6318,161.2641,164.9095,168.0721,171.8704,176.0633,178.8326,180.9432,183.9652,186.2172,187.8402,190.6729,196.0467,200.6422,204.1149,206.974,211.2251,216.6289,223.3499,228.5141,235.8938,241.6118,246.5366,
Q,Quarterly,RO,Romania,N,Nominal,771,"Year-on-year changes, in per cent",,,,Q:RO:N:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.7669,-3.937,-7.8741,-12.2137,-11.2903,-11.4754,-12.8205,-13.913,-7.2728,-6.4815,-4.902,-1.0101,-0.9804,-0.9901,1.031,0,-2.9702,-3,-2.0409,0,3.0611,3.0928,3.1251,2.0408,2.9703,7,7.0707,8,4.8077,6.5421,5.6604,5.5555,6.422,5.2631,6.2501,5.2631,3.4483,1.6667,4.2017,4.1667,8.3333,6.5573,1.6129,2.4,0.7692,3.0769,6.3492,7.8125,6.8702,8.2089,6.7164,6.5218,4.2857,0,4.8951,
Q,Quarterly,PT,Portugal,N,Nominal,628,"Index, 2010 = 100",,,,Q:PT:N:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.7442,102.0795,99.2572,97.5619,98.4281,99.341,99.3876,99.7881,100.3563,100.7475,99.9651,98.9311,98.2232,96.1088,94.5346,91.5167,90.2033,88.1541,87.2785,87.8467,86.1142,85.9279,86.3936,88.3869,89.5699,91.0044,90.6411,90.3337,90.2964,93.6777,93.7522,94.8606,96.5652,99.5832,100.8872,102.0609,104.2219,107.5938,111.4035,112.7634,116.9737,119.6842,120.8299,123.2704,127.7414,131.0109,133.8239,136.0594,141.2756,143.7627,143.0827,146.8831,150.6183,154.9962,159.5603,163.901,170.1232,175.4046,180.537,182.4838,184.9428,190.7086,194.1923,
Q,Quarterly,IL,Israel,R,Real,771,"Year-on-year changes, in per cent",,,,Q:IL:R:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0519,2.8616,4.6812,6.7124,7.027,7.3699,1.7409,1.1619,0.0867,-0.6072,2.0542,-0.8439,-1.0151,-2.1671,-2.9531,-0.2331,-0.785,-0.9135,0.1636,-2.2902,-5.6519,-4.3859,-6.667,-6.7832,-3.6381,-6.473,-4.6133,-3.4028,0.4399,1.9341,-1.2536,-2.6112,-7.1566,-9.59,-4.671,-3.7464,-1.7153,2.5978,-0.1826,-1.9398,-2.6227,-1.9715,-1.1472,1.4063,1.8448,-2.2521,-2.316,-3.6851,-4.6831,-1.8401,-0.6061,-1.0086,0.8996,1.4041,3.1082,5.8875,6.8311,8.9875,9.8724,14.1534,16.4245,16.1159,14.2993,11.6738,9.8072,8.6007,6.4864,2.81,0.3897,-0.4509,0.7857,5.2952,8.1823,8.0665,7.7502,5.8228,6.2383,6.8753,5.2285,5.1114,4.9554,5.3227,7.2596,8.5581,8.0722,8.2525,8.7922,7.0882,4.6989,4.2542,3.962,1.7557,0.1787,-1.0566,-3.0496,-2.5101,-0.4428,0.0074,1.4801,3.1196,3.3459,3.3965,3.5028,4.408,4.7017,6.2651,7.2421,9.0203,11.457,12.7739,14.106,10.9517,5.7597,0.4374,-3.7797,
Q,Quarterly,AT,Austria,R,Real,628,"Index, 2010 = 100",,,,Q:AT:R:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2844,95.9464,93.7325,92.7329,96.5591,91.484,95.009,90.8217,93.2916,91.0112,93.9752,91.0939,92.167,91.1409,89.9534,92.1174,84.6086,88.3345,88.4583,89.631,89.3076,89.8171,89.7071,91.4958,92.3222,92.29,92.8029,92.3454,94.5217,95.3553,95.8559,93.1446,93.1411,91.1346,92.6293,94.1003,96.2574,96.1098,95.5889,95.5617,100.2528,99.5266,99.764,100.4565,101.977,97.6315,102.1472,102.0126,110.0836,110.347,111.6216,110.6541,112.5841,113.4456,114.8091,113.388,115.399,116.8706,115.6509,114.5364,118.4722,117.3504,119.2213,122.3019,126.8194,127.7919,126.7774,126.212,127.2064,129.9272,129.8126,129.258,134.0595,133.7195,137.226,135.9874,138.2831,138.8249,138.4329,138.3018,140.3019,144.5156,149.2834,150.1851,155.5366,157.55,159.8272,162.4088,165.1219,165.2386,161.2757,154.5522,151.1036,148.3815,146.6119,143.1444
Q,Quarterly,TR,Türkiye,R,Real,628,"Index, 2010 = 100",,,,Q:TR:R:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3658,99.6284,100.5713,100.4196,101.4393,100.5491,102.0055,97.8905,99.3022,100.9362,102.6033,100.9948,102.0633,104.5298,105.8266,105.9661,106.3064,107.5309,110.7853,111.9842,115.3317,116.9324,118.9746,119.6784,121.3121,123.8642,125.0857,124.8225,123.1535,123.1229,123.6287,121.2706,120.5715,118.7339,110.0411,103.5119,103.69,102.4174,103.5841,103.2244,106.3904,115.2812,118.0268,118.5725,121.4701,127.2534,134.1761,150.482,164.8572,190.567,214.1822,227.2557,248.7175,265.9259,259.4377,245.132
Q,Quarterly,US,United States,R,Real,771,"Year-on-year changes, in per cent",,,,Q:US:R:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3825,3.9645,3.5154,5.586,3.1135,3.5292,4.5681,3.866,7.5698,5.6011,4.9116,3.4597,-0.0448,-1.0483,-1.7424,-3.8414,-2.6831,-0.5639,-0.5519,2.0696,-2.3561,-1.8679,-0.5936,2.0262,8.2575,8.8916,10.102,8.8323,9.003,7.3093,6.8948,6.0196,5.3922,5.556,4.1761,3.9847,0.3148,-2.9202,-1.9916,-3.1984,-2.257,-1.042,-4.0957,-3.8504,-3.4875,-3.7382,-3.7076,-3.0044,-1.5642,-0.1767,1.7982,1.7136,0.6695,0.843,1.0503,0.6824,1.1544,1.8912,1.6627,2.7467,4.023,5.2302,6.7663,6.7033,7.0935,5.8142,5.1935,5.3768,4.1209,4.445,4.8661,5.1861,5.2653,3.8414,2.9413,1.7123,0.348,-0.423,-2.8734,-5.1465,-6.3163,-5.3439,-4.5578,-3.5158,-2.4499,-3.5454,-3.354,-2.78,-2.8558,-2.1471,-0.9268,-0.2967,-0.0677,0.1514,-0.5601,-0.8111,-0.9637,-1.1521,-0.2834,-0.2309,0.1833,0.1542,-0.2874,-0.4017,-0.1969,0.6882,1.5023,2.7198,4.333,4.5384,5.0892,5.551,4.9595,5.1613,5.1191,5.0994,5.4191,5.9358,5.9686,6.1689,6.1345,5.312,5.7366,5.9627,6.0016,6.8392,7.2032,6.9734,6.4842,6.7821,7.0737,8.7006,10.2898,11.0516,11.753,11.6369,12.7165,12.8213,11.9292,10.942,8.6351,3.4046,-0.1834,-1.5414,-4.733,-7.126,-8.777,-13.0699,-15.7439,-17.3216,-19.4294,-18.1727,-15.9536,-10.9392,-6.1024,-3.4409,-2.3629,-1.4394,-3.2949,-4.753,-6.3305,-7.2817,-5.1733,-4.034,-1.0529,1.8509,3.6711,5.8536,7.7989,8.0649,8.476,8.555,7.0868,4.3906,3.4722,3.5963,4.9252,5.4308,5.3761,4.9368,4.2468,4.2355,4.1323,3.532,2.9244,3.8646,3.94,3.8131,3.9384,3.1501,2.6701,2.3738,2.1145,1.7835,2.0357,2.3849,2.98,4.5789,5.8428,8.1883,9.3327,10.4441,11.1232,10.0036,10.234,7.6213,2.6712,0.0236,-2.151,-2.1549,0.9741,2.2128
Q,Quarterly,CH,Switzerland,N,Nominal,628,"Index, 2010 = 100",,,,Q:CH:N:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7531,24.6166,25.414,25.4642,27.2282,27.1585,28.372,28.9074,30.0913,31.976,33.4632,35.1538,37.7774,37.4745,38.2601,37.7152,37.5438,37.6314,37.9035,37.63,36.2198,35.7636,35.4096,35.2491,34.4576,34.6417,34.2662,35.3134,35.2942,35.6279,36.3887,36.2719,35.8808,36.7774,37.415,38.5588,39.0521,39.0635,40.6231,41.8477,43.5615,42.8488,43.7936,44.6184,46.4741,47.8015,48.1663,48.9596,50.1957,49.7483,50.1007,50.8442,51.0153,51.8013,53.1835,53.9224,54.7302,55.9377,55.9437,56.3299,59.3294,58.0924,58.578,58.4766,60.5646,58.6165,59.4424,59.0106,60.4257,61.2975,61.3746,61.1142,62.3979,62.9211,64.8833,67.7023,68.8834,68.2216,69.2875,73.0019,74.3728,75.4223,75.2882,73.6739,73.8153,75.3278,78.964,77.1223,76.792,76.4574,74.6882,74.766,74.6421,76.3556,74.5327,74.2603,75.5194,74.7017,74.4247,73.7896,74.1735,74.5696,74.3382,73.1349,72.3003,72.5875,73.0498,70.9097,70.9884,70.5673,71.081,70.0974,70.4149,69.9089,70.4304,70.1939,70.9925,70.9199,70.7289,70.5709,70.7995,70.6735,71.0604,69.5461,71.0014,70.7453,70.6959,71.6672,71.8184,70.9933,71.3116,71.3188,71.1083,72.8238,73.3941,73.621,74.7447,75.4148,76.8166,77.3865,78.2731,78.6966,79.9404,80.6502,82.2796,83.6242,84.3458,88.0302,89.2439,90.7704,90.3142,91.122,92.3484,93.6788,94.6841,95.8471,96.1821,95.6529,95.7398,96.1567,98.1403,98.9517,100.63,102.2781,105.2026,106.7923,108.9513,109.0961,111.8117,113.1483,114.7981,115.127,117.2732,118.0954,118.2852,119.5518,120.027,121.5077,121.3478,122.9659,124.1876,123.6848,123.9743,124.4482,125.9267,124.6696,123.89,122.7878,123.0351,124.7017,127.1119,126.8487,126.7614,128.7734,129.5867,131.4891,132.7894,133.4809,133.6661,136.0164,134.9885,136.8283,137.1253,140.2726,140.1987,143.2769,146.6494,150.5322,149.9765,153.9964,155.9094,157.7692,155.8616,157.6819,157.95,159.7384
